X1_t_0,X2_t_0,X3_t_0,X4_t_0,X5_t_0,X1_t_1,X2_t_1,X3_t_1,X4_t_1,X5_t_1,X1_t_2,X2_t_2,X3_t_2,X4_t_2,X5_t_2,X1_t_3,X2_t_3,X3_t_3,X4_t_3,X5_t_3,X1_t_4,X2_t_4,X3_t_4,X4_t_4,X5_t_4,X1_t_5,X2_t_5,X3_t_5,X4_t_5,X5_t_5,X1_t_6,X2_t_6,X3_t_6,X4_t_6,X5_t_6,X1_t_7,X2_t_7,X3_t_7,X4_t_7,X5_t_7,X1_t_8,X2_t_8,X3_t_8,X4_t_8,X5_t_8,X1_t_9,X2_t_9,X3_t_9,X4_t_9,X5_t_9
-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423,0.09702226384053624,-0.10168609706025598,-0.03882484989042276,-0.01020589998847374,9.726164056285402e-05,0.13927802034662096,0.03448911180684619,-0.3275174815838583,0.17541432163990667,-0.07198738995205806,-0.13250302295029784,-0.09405410175687151,0.07293318122783908,-0.21010915939892016,-0.13339493210224887,0.2627804411086448,-0.02163032838102149,-0.17491307458945785,-0.004422065901384799,-0.14603550601005413,0.25541718669653507,0.4358364387631152,-0.11659002943926239,-0.17657100858342165,-0.1084678003700898
-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423,0.09702226384053624,-0.10168609706025598,-0.03882484989042276,-0.01020589998847374,9.726164056285402e-05,0.13927802034662096,0.03448911180684619,-0.3275174815838583,0.17541432163990667,-0.07198738995205806,-0.13250302295029784,-0.09405410175687151,0.07293318122783908,-0.21010915939892016,-0.13339493210224887,0.2627804411086448,-0.02163032838102149,-0.17491307458945785,-0.004422065901384799,-0.14603550601005413
0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423,0.09702226384053624,-0.10168609706025598,-0.03882484989042276,-0.01020589998847374,9.726164056285402e-05,0.13927802034662096,0.03448911180684619,-0.3275174815838583,0.17541432163990667,-0.07198738995205806,-0.13250302295029784,-0.09405410175687151,0.07293318122783908,-0.21010915939892016,-0.13339493210224887
0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423,0.09702226384053624,-0.10168609706025598,-0.03882484989042276,-0.01020589998847374,9.726164056285402e-05,0.13927802034662096,0.03448911180684619,-0.3275174815838583,0.17541432163990667,-0.07198738995205806
-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423,0.09702226384053624,-0.10168609706025598,-0.03882484989042276,-0.01020589998847374,9.726164056285402e-05
-0.4000755407898725,-0.5233032427111309,-0.14189579943077196,0.1433756584361255,-0.14202347564707257,-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129,0.11236538419616564,0.22022964207075363,-0.05820883537722054,-0.08088892509172756,-0.15599175176515423
-0.17677285016978744,0.11555964001416846,0.23729067411186852,0.0020187278507857094,-0.24049189403857235,-0.4000755407898725,-0.5233032427111309,-0.14189579943077196,0.1433756584361255,-0.14202347564707257,-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686,0.11414944542228948,0.05916683699601213,-0.08477644386748104,-0.11445378906001571,0.09206631502639129
0.20401388969741827,0.6059526958095983,-0.38196578531543135,0.05967520731296711,-0.033200841614158094,-0.17677285016978744,0.11555964001416846,0.23729067411186852,0.0020187278507857094,-0.24049189403857235,-0.4000755407898725,-0.5233032427111309,-0.14189579943077196,0.1433756584361255,-0.14202347564707257,-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674,0.17807592917971254,0.026840311079839214,-0.004740832335424666,-0.048439588207978994,-0.22122380511396686
0.0961899546192139,-0.23421994409328062,-0.09982107940009861,-0.16823841848566698,-0.04463306274374908,0.20401388969741827,0.6059526958095983,-0.38196578531543135,0.05967520731296711,-0.033200841614158094,-0.17677285016978744,0.11555964001416846,0.23729067411186852,0.0020187278507857094,-0.24049189403857235,-0.4000755407898725,-0.5233032427111309,-0.14189579943077196,0.1433756584361255,-0.14202347564707257,-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602,-0.1660561489215403,-0.1014572945977893,0.0038420599296174612,-0.028108795512846223,-0.08898936986641674
0.19175687256701593,-0.2721071430892261,0.06768174380389785,0.08031686724363937,-0.39772577406286946,0.0961899546192139,-0.23421994409328062,-0.09982107940009861,-0.16823841848566698,-0.04463306274374908,0.20401388969741827,0.6059526958095983,-0.38196578531543135,0.05967520731296711,-0.033200841614158094,-0.17677285016978744,0.11555964001416846,0.23729067411186852,0.0020187278507857094,-0.24049189403857235,-0.4000755407898725,-0.5233032427111309,-0.14189579943077196,0.1433756584361255,-0.14202347564707257,-0.02041054379923128,-0.3647047187649734,-0.05706109531396769,0.11834414551921522,-0.03120341473980328,0.16176509789774382,0.347911388202136,-0.18263350637970177,-0.06562057896317253,0.25272204036914364,0.17644423731860637,0.14907573395512322,-0.04951959492007349,-0.023584707187123147,-0.17251272652690164,-0.05352532117358961,-0.07470853170107955,-0.0908936039389305,-0.11589740816532677,0.22000930387185785,-0.0071545598938008576,0.17162244499723356,0.20297858768339494,-0.13161204547361563,-0.003781585680138602
